,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,BA,DAL,HON,TRI,UNP,BA,DAL,HON,TRI,UNP,BA,DAL,HON,TRI,UNP,BA,DAL,HON,TRI,UNP,BA,DAL,HON,TRI,UNP,BA,DAL,HON,TRI,UNP
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,314.1310119628906,55.6558723449707,170.39772033691406,80.27870178222656,179.2349090576172,316.0,56.040000915527344,171.32000732421875,80.66999816894531,180.2899932861328,320.739990234375,57.25,175.6199951171875,81.4800033569336,182.0500030517578,314.8800048828125,56.0,170.6699981689453,80.23999786376953,179.39999389648438,318.75,56.20000076293945,174.4600067138672,80.6500015258789,180.8699951171875,4847700,7499000,3542700,683200,2493100
2020-02-04,316.0595397949219,57.53291702270508,174.2667694091797,81.12457275390625,182.1676483154297,317.94000244140625,57.93000030517578,175.2100067138672,81.5199966430664,183.24000549316406,319.4800109863281,58.400001525878906,176.05999755859375,82.25,185.02000427246094,315.0299987792969,57.150001525878906,174.0,81.0,182.6999969482422,318.2799987792969,57.20000076293945,174.0800018310547,81.45999908447266,182.6999969482422,3779800,6880800,2992500,313000,1857900
2020-02-05,327.6008605957031,58.48633575439453,175.94766235351562,79.92044067382812,184.00682067871094,329.54998779296875,58.88999938964844,176.89999389648438,80.30999755859375,185.08999633789062,329.67999267578125,59.29999923706055,177.6300048828125,81.69000244140625,185.85000610351562,319.2300109863281,58.599998474121094,175.39999389648438,80.11000061035156,184.3699951171875,320.5,58.970001220703125,176.91000366210938,81.69000244140625,185.85000610351562,6071800,6067000,2818100,591800,2133500
2020-02-06,339.4106140136719,57.78120422363281,175.400634765625,81.47288513183594,185.02085876464844,341.42999267578125,58.18000030517578,176.35000610351562,81.87000274658203,186.11000061035156,343.44000244140625,60.029998779296875,178.0,81.98999786376953,187.6699981689453,325.6600036621094,58.02000045776367,176.16000366210938,80.43000030517578,184.83999633789062,330.9100036621094,59.79999923706055,178.0,80.43000030517578,186.80999755859375,12845500,5210200,2427500,410100,2932400
2020-02-07,334.75830078125,57.52298355102539,174.33639526367188,80.85588836669922,182.7541961669922,336.75,57.91999816894531,175.27999877929688,81.25,183.8300018310547,340.739990234375,58.25,176.72000122070312,81.62000274658203,185.64999389648438,335.69000244140625,57.52000045776367,174.6999969482422,80.51000213623047,183.22999572753906,340.3699951171875,57.959999084472656,175.85000610351562,80.88999938964844,184.75999450683594,5337800,3836800,3254500,282900,2221400
2020-02-10,342.6314697265625,57.314422607421875,175.99740600585938,81.45297241210938,183.5892791748047,344.6700134277344,57.709999084472656,176.9499969482422,81.8499984741211,184.6699981689453,345.94000244140625,58.119998931884766,177.1199951171875,82.0,184.82000732421875,336.32000732421875,57.43000030517578,174.11000061035156,81.25,181.5800018310547,337.2200012207031,57.540000915527344,174.9199981689453,81.25,181.99000549316406,5876400,4541100,2399700,299200,1782800
2020-02-11,342.3829345703125,58.257911682128906,178.185546875,81.00515747070312,182.227294921875,344.4200134277344,58.65999984741211,179.14999389648438,81.4000015258789,183.3000030517578,348.07000732421875,59.099998474121094,179.94000244140625,82.01000213623047,185.67999267578125,342.1000061035156,57.970001220703125,177.1999969482422,81.16000366210938,183.10000610351562,347.6400146484375,58.099998474121094,178.25,82.0,185.6699981689453,5311500,4566500,2948500,327300,1521700
2020-02-12,345.39501953125,59.06236267089844,180.20462036132812,81.06486511230469,183.77816772460938,347.45001220703125,59.470001220703125,181.17999267578125,81.45999908447266,184.86000061035156,349.95001220703125,59.91999816894531,181.63999938964844,81.62999725341797,185.9600067138672,345.8500061035156,59.18000030517578,179.0500030517578,80.73999786376953,183.69000244140625,346.4200134277344,59.290000915527344,179.47999572753906,81.4000015258789,184.82000732421875,4421500,5227500,2950800,278500,2612200
2020-02-13,342.82000732421875,58.724693298339844,179.15032958984375,81.21414184570312,183.55946350097656,342.82000732421875,59.130001068115234,180.1199951171875,81.61000061035156,184.63999938964844,347.8900146484375,59.209999084472656,180.9499969482422,81.93000030517578,185.5500030517578,342.6300048828125,58.349998474121094,178.69000244140625,81.36000061035156,183.30999755859375,344.32000732421875,58.75,180.3300018310547,81.36000061035156,183.9600067138672,3783100,4353100,1985700,265200,1861500
2020-02-14,340.489990234375,58.49626922607422,179.8366241455078,81.56243896484375,182.92320251464844,340.489990234375,58.900001525878906,180.80999755859375,81.95999908447266,184.0,344.5,59.470001220703125,181.86000061035156,82.06999969482422,185.52999877929688,338.0,58.58000183105469,179.97999572753906,81.51000213623047,182.64999389648438,342.29998779296875,59.2400016784668,180.50999450683594,81.51000213623047,184.55999755859375,4199800,3810100,2489000,283600,2134800
2020-02-18,338.8800048828125,58.317501068115234,178.4541015625,81.14447784423828,181.03433227539062,338.8800048828125,58.720001220703125,179.4199981689453,81.54000091552734,182.10000610351562,339.989990234375,59.470001220703125,180.49000549316406,82.08000183105469,184.49000549316406,336.1000061035156,58.40999984741211,178.9499969482422,81.5,181.66000366210938,338.7699890136719,58.869998931884766,180.10000610351562,81.86000061035156,183.4600067138672,2904600,5690600,1818600,235100,3164400
2020-02-19,338.29998779296875,58.5099983215332,179.8863525390625,81.62214660644531,182.42613220214844,338.29998779296875,58.5099983215332,180.86000061035156,82.0199966430664,183.5,341.4700012207031,58.58000183105469,181.67999267578125,82.16999816894531,185.5,335.8599853515625,58.029998779296875,179.5,81.58000183105469,182.67999267578125,338.1199951171875,58.4900016784668,179.8300018310547,81.76000213623047,182.97999572753906,4935700,4399900,2464500,444700,2807200
2020-02-20,336.2799987792969,58.380001068115234,179.72720336914062,81.28379821777344,182.3267059326172,336.2799987792969,58.380001068115234,180.6999969482422,81.68000030517578,183.39999389648438,341.239990234375,58.9900016784668,182.2100067138672,81.86000061035156,184.52000427246094,335.3900146484375,58.119998931884766,179.00999450683594,80.05000305175781,181.66000366210938,338.2900085449219,58.20000076293945,180.92999267578125,81.73999786376953,183.3300018310547,2807500,5239400,2336800,418400,2190900
2020-02-21,330.3800048828125,57.869998931884766,178.91163635253906,80.68671417236328,180.6565399169922,330.3800048828125,57.869998931884766,179.8800048828125,81.08000183105469,181.72000122070312,334.6600036621094,58.02000045776367,180.99000549316406,81.6500015258789,182.8300018310547,330.2300109863281,56.869998931884766,178.75,80.81999969482422,180.77999877929688,334.04998779296875,57.959999084472656,179.61000061035156,81.0,182.1199951171875,3709900,6295600,1940400,323600,2890700
2020-02-24,317.8999938964844,54.22999954223633,174.32644653320312,79.79107666015625,175.7653350830078,317.8999938964844,54.22999954223633,175.27000427246094,80.18000030517578,176.8000030517578,321.739990234375,55.380001068115234,177.3699951171875,80.51000213623047,177.80999755859375,316.3299865722656,53.34000015258789,173.4600067138672,79.01000213623047,174.39999389648438,320.0,54.83000183105469,174.44000244140625,79.45999908447266,176.19000244140625,6073200,17983100,3204300,503400,6785100
2020-02-25,304.1400146484375,50.88999938964844,166.89666748046875,80.25879669189453,169.88992309570312,304.1400146484375,50.88999938964844,167.8000030517578,80.6500015258789,170.88999938964844,320.6400146484375,54.709999084472656,176.5500030517578,82.5,178.1199951171875,303.6300048828125,50.75,166.8300018310547,79.58999633789062,170.00999450683594,318.260009765625,54.540000915527344,175.63999938964844,81.33000183105469,177.4499969482422,8052500,15836500,4092200,1262300,7631700
2020-02-26,305.5899963378906,49.59000015258789,166.2799835205078,77.18378448486328,164.77999877929688,305.5899963378906,49.59000015258789,167.17999267578125,77.55999755859375,165.75,315.2200012207031,51.77000045776367,172.0800018310547,81.72000122070312,172.82000732421875,304.05999755859375,49.0,166.77000427246094,77.4800033569336,165.5399932861328,307.0,51.439998626708984,168.58999633789062,80.69999694824219,169.6300048828125,6987300,15985900,3411700,1155600,4921400
2020-02-27,287.760009765625,48.189998626708984,159.5500030517578,75.94979858398438,159.6199951171875,287.760009765625,48.189998626708984,159.5500030517578,76.31999969482422,159.6199951171875,301.0,50.97999954223633,166.8300018310547,77.80000305175781,165.13999938964844,284.2900085449219,45.029998779296875,159.52000427246094,75.5,156.32000732421875,300.3699951171875,46.720001220703125,163.00999450683594,76.7300033569336,160.4600067138672,10982400,21949100,3951300,889200,7914700
2020-02-28,275.1099853515625,46.130001068115234,162.1699981689453,74.11872863769531,159.80999755859375,275.1099853515625,46.130001068115234,162.1699981689453,74.4800033569336,159.80999755859375,282.8599853515625,47.790000915527344,162.1699981689453,76.33999633789062,159.97999572753906,269.6000061035156,45.13999938964844,150.6199951171875,73.26000213623047,152.7899932861328,278.07000732421875,46.02000045776367,153.75,74.97000122070312,155.00999450683594,15375100,19861000,9558100,1170700,7060300
2020-03-02,289.2699890136719,47.15999984741211,164.24000549316406,75.90003967285156,160.33999633789062,289.2699890136719,47.15999984741211,164.24000549316406,76.2699966430664,160.33999633789062,291.7099914550781,47.25,165.47999572753906,76.33999633789062,161.97000122070312,274.2900085449219,44.33000183105469,157.58999633789062,74.29000091552734,155.32000732421875,279.5400085449219,46.220001220703125,163.08999633789062,74.66999816894531,160.58999633789062,11012300,20098700,6744900,1059000,7064800
2020-03-03,280.6199951171875,46.18000030517578,161.88999938964844,75.59154510498047,157.33999633789062,280.6199951171875,46.18000030517578,161.88999938964844,75.95999908447266,157.33999633789062,297.44000244140625,49.970001220703125,168.17999267578125,78.12999725341797,167.6199951171875,278.0799865722656,46.040000915527344,160.55999755859375,75.66000366210938,156.35000610351562,292.0,49.810001373291016,164.27999877929688,76.44000244140625,160.6999969482422,7499300,26344100,6108500,804400,5654000
2020-03-04,283.1199951171875,48.5,171.19000244140625,77.95999908447266,162.1699981689453,283.1199951171875,48.5,171.19000244140625,78.33999633789062,162.1699981689453,285.9100036621094,48.63999938964844,171.92999267578125,78.37000274658203,162.97999572753906,277.010009765625,46.02000045776367,164.25999450683594,76.43000030517578,158.22000122070312,284.54998779296875,47.5,164.89999389648438,76.88999938964844,159.85000610351562,6986100,20381800,4532500,424300,4415000
2020-03-05,260.3699951171875,45.0099983215332,164.9199981689453,75.94000244140625,154.9600067138672,260.3699951171875,45.0099983215332,164.9199981689453,75.94000244140625,154.9600067138672,276.30999755859375,46.56999969482422,167.91000366210938,77.86000061035156,159.8000030517578,259.6499938964844,44.41999816894531,163.22000122070312,75.51000213623047,153.72000122070312,275.7900085449219,46.5,166.5,76.8499984741211,157.63999938964844,14669100,22918800,5394700,493800,4901900
2020-03-06,262.3299865722656,45.88999938964844,164.02999877929688,74.87000274658203,156.08999633789062,262.3299865722656,45.88999938964844,164.02999877929688,74.87000274658203,156.08999633789062,264.2900085449219,46.93000030517578,165.1199951171875,75.91000366210938,156.92999267578125,249.8000030517578,42.869998931884766,157.5800018310547,73.27999877929688,148.8800048828125,253.6999969482422,43.470001220703125,158.80999755859375,74.48999786376953,149.52000427246094,12861800,25809300,5021600,540500,4643300
2020-03-09,227.1699981689453,43.52000045776367,152.86000061035156,70.54000091552734,135.83999633789062,227.1699981689453,43.52000045776367,152.86000061035156,70.54000091552734,135.83999633789062,241.47999572753906,45.0099983215332,157.25999450683594,73.36000061035156,145.5800018310547,224.3699951171875,42.43000030517578,149.74000549316406,70.19000244140625,133.17999267578125,238.0,43.040000915527344,152.5,71.6500015258789,145.1999969482422,11585500,25784700,5849000,1033600,9400200
2020-03-10,231.00999450683594,45.470001220703125,161.69000244140625,72.62999725341797,146.82000732421875,231.00999450683594,45.470001220703125,161.69000244140625,72.62999725341797,146.82000732421875,237.8300018310547,45.880001068115234,161.94000244140625,72.83999633789062,147.0,215.0,41.459999084472656,153.35000610351562,70.75,139.1699981689453,237.0,45.56999969482422,155.85000610351562,71.48999786376953,141.8300018310547,13059600,28693300,5477600,821500,8090300
2020-03-11,189.0800018310547,42.66999816894531,153.38999938964844,68.91999816894531,141.55999755859375,189.0800018310547,42.66999816894531,153.38999938964844,68.91999816894531,141.55999755859375,226.99000549316406,44.34000015258789,157.47999572753906,72.41000366210938,143.42999267578125,187.0,41.72999954223633,151.55999755859375,68.30000305175781,138.91000366210938,222.99000549316406,44.0,156.8300018310547,71.5199966430664,142.02000427246094,28503500,23542000,4826900,927500,7074800
