,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,ABT,JNJ,MRK,MRNA,VIR,ABT,JNJ,MRK,MRNA,VIR,ABT,JNJ,MRK,MRNA,VIR,ABT,JNJ,MRK,MRNA,VIR,ABT,JNJ,MRK,MRNA,VIR,ABT,JNJ,MRK,MRNA,VIR
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,86.43289947509766,144.3793487548828,90.28414916992188,19.049999237060547,12.119999885559082,86.80000305175781,145.3000030517578,91.02999877929688,19.049999237060547,12.119999885559082,87.79000091552734,146.1999969482422,91.69000244140625,19.940000534057617,12.637999534606934,86.61000061035156,145.02999877929688,90.7300033569336,18.940000534057617,12.079999923706055,87.5199966430664,145.77999877929688,91.52999877929688,19.540000915527344,12.40999984741211,2706100,2923300,3752800,1183300,106400
2019-12-31,86.49264526367188,144.9457244873047,90.20480346679688,19.559999465942383,12.574999809265137,86.86000061035156,145.8699951171875,90.94999694824219,19.559999465942383,12.574999809265137,86.98999786376953,146.00999450683594,90.98999786376953,19.639999389648438,12.979999542236328,86.2699966430664,144.77999877929688,90.44000244140625,18.959999084472656,12.010000228881836,86.5,145.10000610351562,90.91999816894531,18.959999084472656,12.140000343322754,3261100,4435000,4495000,1112400,241400
2020-01-02,86.58226013183594,145.0450897216797,91.28588104248047,19.229999542236328,12.149999618530273,86.94999694824219,145.97000122070312,92.04000091552734,19.229999542236328,12.149999618530273,86.95999908447266,146.02000427246094,92.13999938964844,19.809999465942383,12.942000389099121,85.80000305175781,145.0800018310547,90.37000274658203,18.8799991607666,12.010000228881836,86.05999755859375,145.8699951171875,91.08000183105469,19.56999969482422,12.5600004196167,4969000,5777000,7873500,1233600,142200
2020-01-03,85.52674102783203,143.3657989501953,90.50234985351562,18.889999389648438,12.039999961853027,85.88999938964844,144.27999877929688,91.25,18.889999389648438,12.039999961853027,86.66999816894531,145.3699951171875,92.06999969482422,19.360000610351562,12.380000114440918,85.58999633789062,143.0,90.51000213623047,18.719999313354492,12.0,85.75,143.5,90.68000030517578,19.020000457763672,12.199999809265137,4747000,5752400,5633300,1751000,103700
2020-01-06,85.97483825683594,143.18695068359375,90.88915252685547,18.1299991607666,12.1899995803833,86.33999633789062,144.10000610351562,91.63999938964844,18.1299991607666,12.1899995803833,86.36000061035156,144.1999969482422,91.73999786376953,18.739999771118164,12.3100004196167,85.20999908447266,142.85000610351562,90.98999786376953,18.010000228881836,12.039999961853027,85.62000274658203,144.0,91.2300033569336,18.700000762939453,12.130000114440918,5631700,7731300,7178400,1606500,89500
2020-01-07,85.49687194824219,144.0613555908203,88.4691390991211,17.780000686645508,12.180000305175781,85.86000061035156,144.97999572753906,89.19999694824219,17.780000686645508,12.180000305175781,86.30000305175781,145.4499969482422,91.12000274658203,18.31999969482422,12.59000015258789,85.54000091552734,141.3800048828125,89.12000274658203,17.68000030517578,12.074999809265137,85.7699966430664,144.00999450683594,90.80000305175781,18.149999618530273,12.149999618530273,3408100,7382900,10622400,1461400,88100
2020-01-08,85.84539031982422,144.04150390625,87.87406158447266,17.979999542236328,12.430000305175781,86.20999908447266,144.9600067138672,88.5999984741211,17.979999542236328,12.430000305175781,86.66000366210938,145.97999572753906,89.5,18.079999923706055,12.595000267028809,85.93000030517578,143.6999969482422,88.41000366210938,17.760000228881836,12.149999618530273,86.23999786376953,144.8699951171875,89.08999633789062,17.989999771118164,12.149999618530273,5693900,6605800,14504300,1041600,79400
2020-01-09,86.07442474365234,144.46876525878906,88.64766693115234,18.399999618530273,12.640000343322754,86.44000244140625,145.38999938964844,89.37999725341797,18.399999618530273,12.640000343322754,86.68000030517578,146.02999877929688,90.05000305175781,18.549999237060547,12.699999809265137,85.75,144.99000549316406,88.77999877929688,17.899999618530273,12.369999885559082,86.30000305175781,145.75999450683594,88.94999694824219,18.0,12.579999923706055,6432500,6112700,9269800,1495700,43000
